,feature,unique_vals
500,abs_TBK_temp. average_[ni]_[-3_end]_[median],54
501,abs_TBK_temp. average_[ni]_[-3_end]_[mean],487
502,abs_TBK_temp. average_[ni]_[-3_end]_[tg],776
503,abs_TBK_temp. average_[ni]_[-3_end]_[std],484
504,abs_TBK_temp. max_[ni]_[-3_end]_[max],48
505,abs_TBK_temp. max_[ni]_[-3_end]_[min],55
506,abs_TBK_temp. max_[ni]_[-3_end]_[median],52
507,abs_TBK_temp. max_[ni]_[-3_end]_[mean],484
508,abs_TBK_temp. max_[ni]_[-3_end]_[tg],739
509,abs_TBK_temp. max_[ni]_[-3_end]_[std],484
510,TBK_temp. average_[ni]_[-6_-3]_[max],53
511,TBK_temp. average_[ni]_[-6_-3]_[min],54
512,TBK_temp. average_[ni]_[-6_-3]_[median],58
513,TBK_temp. average_[ni]_[-6_-3]_[mean],481
514,TBK_temp. average_[ni]_[-6_-3]_[tg],783
515,TBK_temp. average_[ni]_[-6_-3]_[std],482
516,TBK_temp. max_[ni]_[-6_-3]_[max],48
517,TBK_temp. max_[ni]_[-6_-3]_[min],48
518,TBK_temp. max_[ni]_[-6_-3]_[median],50
519,TBK_temp. max_[ni]_[-6_-3]_[mean],478
520,TBK_temp. max_[ni]_[-6_-3]_[tg],764
521,TBK_temp. max_[ni]_[-6_-3]_[std],478
522,abs_TBK_temp. average_[ni]_[-6_-3]_[max],53
523,abs_TBK_temp. average_[ni]_[-6_-3]_[min],54
524,abs_TBK_temp. average_[ni]_[-6_-3]_[median],58
525,abs_TBK_temp. average_[ni]_[-6_-3]_[mean],481
526,abs_TBK_temp. average_[ni]_[-6_-3]_[tg],783
527,abs_TBK_temp. average_[ni]_[-6_-3]_[std],482
528,abs_TBK_temp. max_[ni]_[-6_-3]_[max],48
529,abs_TBK_temp. max_[ni]_[-6_-3]_[min],48
530,abs_TBK_temp. max_[ni]_[-6_-3]_[median],50
531,abs_TBK_temp. max_[ni]_[-6_-3]_[mean],478
532,abs_TBK_temp. max_[ni]_[-6_-3]_[tg],764
533,abs_TBK_temp. max_[ni]_[-6_-3]_[std],478
534,TDM_UF_1_uf.ge21-1.ds.line_after.act_[i_103.0],2067669
535,TDM_UF_1_uf.ge21-2.ds.line_after.act_[i_103.0],1909751
536,TDM_UF_1_uf.ge21-3.ds.line_after.act_[i_103.0],1823866
537,TDM_UF_1_uf.ge22-1.os.line_after.act_[i_103.0],1867493
538,TDM_UF_1_uf.ge22-2.os.line_after.act_[i_103.0],1594479
539,TDM_UF_1_uf.ge22-3.os.line_after.act_[i_103.0],1741920
540,TDM_UF_1_uf.ge25-1.os.jackhammer_pos.act_[i_103.0],1943700
541,TDM_UF_1_uf.ge35-1.jackhammer_pos.act_[i_103.0],2066943
542,TDM_UF_1_uf.gr32-1.ds.table_pos_after.act_[i_103.0],812862
543,TDM_UF_1_uf.gr32-2.os.table_pos_after.act_[i_103.0],838501
544,TDM_UF_1_uf.gr37-1.table_pos_after.act_[i_103.0],849372
545,TDM_UF_1_uf.gg125.cool_roll_[i_103.0],2241572
546,TDM_UF_1_uf.ds.pos_up_hor_roll_[i_103.0],1964638
547,TDM_UF_1_uf.os.pos_up_hor_roll_[i_103.0],1973339
548,TDM_UF_1_uf.ds.pos_vert_roll_in_[i_103.0],2317880
549,TDM_UF_1_uf.ds.pos_vert_roll_out_[i_103.0],2311418
550,TDM_UF_1_uf.os.pos_vert_roll_in_[i_103.0],2298014
551,TDM_UF_1_uf.os.pos_vert_roll_out_[i_103.0],2241337
552,TDM_UF_1_uf.ds.pos_low_hor_roll_[i_103.0],2366035
553,TDM_UF_1_uf.os.pos_low_hor_roll_[i_103.0],2356046
554,TDM_UF_1_uf.load_hor_roll_[i_103.0],2533578
555,TDM_UF_1_uf.os.load_hor_roll.lower_[i_103.0],2516112
556,TDM_UF_1_uf.os.load_hor_roll.upper_[i_103.0],2516815
557,TDM_UF_1_uf.ds.load_hor_roll.lower_[i_103.0],2521987
558,TDM_UF_1_uf.ds.load_hor_roll.upper_[i_103.0],2521134
559,TDM_UF_1_uf.os.load_vert_roll_[i_103.0],2523040
560,TDM_UF_1_uf.ds.load_vert_roll_[i_103.0],2534167
561,TDM_UF_1_uf.axial_displace_lower_shaft_[i_103.0],2249826
562,TDM_UF_1_uf.torque_[i_103.0],2516081
563,TDM_UF_1_uf.current_[i_103.0],2107108
564,TDM_UF_1_uf.speed.act_[i_103.0],2655188
565,TDM_UF_1_uf.speed.set_[i_103.0],1688066
566,abs_TDM_UF_1_uf.ge21-1.ds.line_after.act_[i_103.0],2067669
567,abs_TDM_UF_1_uf.ge21-2.ds.line_after.act_[i_103.0],1909751
568,abs_TDM_UF_1_uf.ge21-3.ds.line_after.act_[i_103.0],1823866
569,abs_TDM_UF_1_uf.ge22-1.os.line_after.act_[i_103.0],1867493
570,abs_TDM_UF_1_uf.ge22-2.os.line_after.act_[i_103.0],1594479
571,abs_TDM_UF_1_uf.ge22-3.os.line_after.act_[i_103.0],1741920
572,abs_TDM_UF_1_uf.ge25-1.os.jackhammer_pos.act_[i_103.0],1943700
573,abs_TDM_UF_1_uf.ge35-1.jackhammer_pos.act_[i_103.0],2066943
574,abs_TDM_UF_1_uf.gr32-1.ds.table_pos_after.act_[i_103.0],812862
575,abs_TDM_UF_1_uf.gr32-2.os.table_pos_after.act_[i_103.0],838501
576,abs_TDM_UF_1_uf.gr37-1.table_pos_after.act_[i_103.0],849372
577,abs_TDM_UF_1_uf.gg125.cool_roll_[i_103.0],2241572
578,abs_TDM_UF_1_uf.ds.pos_up_hor_roll_[i_103.0],1964638
579,abs_TDM_UF_1_uf.os.pos_up_hor_roll_[i_103.0],1973339
580,abs_TDM_UF_1_uf.ds.pos_vert_roll_in_[i_103.0],2317880
581,abs_TDM_UF_1_uf.ds.pos_vert_roll_out_[i_103.0],2311418
582,abs_TDM_UF_1_uf.os.pos_vert_roll_in_[i_103.0],2298014
583,abs_TDM_UF_1_uf.os.pos_vert_roll_out_[i_103.0],2241337
584,abs_TDM_UF_1_uf.ds.pos_low_hor_roll_[i_103.0],2366035
585,abs_TDM_UF_1_uf.os.pos_low_hor_roll_[i_103.0],2356046
586,abs_TDM_UF_1_uf.load_hor_roll_[i_103.0],2532001
587,abs_TDM_UF_1_uf.os.load_hor_roll.lower_[i_103.0],2514601
588,abs_TDM_UF_1_uf.os.load_hor_roll.upper_[i_103.0],2515585
589,abs_TDM_UF_1_uf.ds.load_hor_roll.lower_[i_103.0],2521015
590,abs_TDM_UF_1_uf.ds.load_hor_roll.upper_[i_103.0],2520179
591,abs_TDM_UF_1_uf.os.load_vert_roll_[i_103.0],2521961
592,abs_TDM_UF_1_uf.ds.load_vert_roll_[i_103.0],2533023
593,abs_TDM_UF_1_uf.axial_displace_lower_shaft_[i_103.0],2249826
594,abs_TDM_UF_1_uf.torque_[i_103.0],2511637
595,abs_TDM_UF_1_uf.current_[i_103.0],2107108
596,abs_TDM_UF_1_uf.speed.act_[i_103.0],2655188
597,abs_TDM_UF_1_uf.speed.set_[i_103.0],1688064
598,TDM_UF_2_uf.ge21-1.ds.line_after.act_[i_103.0],362542
599,TDM_UF_2_uf.ge21-2.ds.line_after.act_[i_103.0],358084
600,TDM_UF_2_uf.ge21-3.ds.line_after.act_[i_103.0],328926
601,TDM_UF_2_uf.ge22-1.os.line_after.act_[i_103.0],357251
602,TDM_UF_2_uf.ge22-2.os.line_after.act_[i_103.0],336743
603,TDM_UF_2_uf.ge22-3.os.line_after.act_[i_103.0],329995
604,TDM_UF_2_uf.ge25-1.os.jackhammer_pos.act_[i_103.0],305341
605,TDM_UF_2_uf.ge35-1.jackhammer_pos.act_[i_103.0],346486
606,TDM_UF_2_uf.gr32-1.ds.table_pos_after.act_[i_103.0],104339
607,TDM_UF_2_uf.gr32-2.os.table_pos_after.act_[i_103.0],126804
608,TDM_UF_2_uf.gr37-1.table_pos_after.act_[i_103.0],121188
609,TDM_UF_2_uf.gg125.cool_roll_[i_103.0],357100
610,TDM_UF_2_uf.ds.pos_up_hor_roll_[i_103.0],299300
611,TDM_UF_2_uf.os.pos_up_hor_roll_[i_103.0],301032
612,TDM_UF_2_uf.ds.pos_vert_roll_in_[i_103.0],356517
613,TDM_UF_2_uf.ds.pos_vert_roll_out_[i_103.0],350633
614,TDM_UF_2_uf.os.pos_vert_roll_in_[i_103.0],350917
615,TDM_UF_2_uf.os.pos_vert_roll_out_[i_103.0],339536
616,TDM_UF_2_uf.ds.pos_low_hor_roll_[i_103.0],364380
617,TDM_UF_2_uf.os.pos_low_hor_roll_[i_103.0],361211
618,TDM_UF_2_uf.load_hor_roll_[i_103.0],374400
619,TDM_UF_2_uf.os.load_hor_roll.lower_[i_103.0],367255
620,TDM_UF_2_uf.os.load_hor_roll.upper_[i_103.0],367036
621,TDM_UF_2_uf.ds.load_hor_roll.lower_[i_103.0],368200
622,TDM_UF_2_uf.ds.load_hor_roll.upper_[i_103.0],367959
623,TDM_UF_2_uf.os.load_vert_roll_[i_103.0],367311
624,TDM_UF_2_uf.ds.load_vert_roll_[i_103.0],374893
625,TDM_UF_2_uf.axial_displace_lower_shaft_[i_103.0],353408
626,TDM_UF_2_uf.torque_[i_103.0],373095
627,TDM_UF_2_uf.current_[i_103.0],346616
628,TDM_UF_2_uf.speed.act_[i_103.0],437458
629,TDM_UF_2_uf.speed.set_[i_103.0],205337
630,abs_TDM_UF_2_uf.ge21-1.ds.line_after.act_[i_103.0],362542
631,abs_TDM_UF_2_uf.ge21-2.ds.line_after.act_[i_103.0],358084
632,abs_TDM_UF_2_uf.ge21-3.ds.line_after.act_[i_103.0],328926
633,abs_TDM_UF_2_uf.ge22-1.os.line_after.act_[i_103.0],357251
634,abs_TDM_UF_2_uf.ge22-2.os.line_after.act_[i_103.0],336743
635,abs_TDM_UF_2_uf.ge22-3.os.line_after.act_[i_103.0],329995
636,abs_TDM_UF_2_uf.ge25-1.os.jackhammer_pos.act_[i_103.0],305341
637,abs_TDM_UF_2_uf.ge35-1.jackhammer_pos.act_[i_103.0],346486
638,abs_TDM_UF_2_uf.gr32-1.ds.table_pos_after.act_[i_103.0],104339
639,abs_TDM_UF_2_uf.gr32-2.os.table_pos_after.act_[i_103.0],126804
640,abs_TDM_UF_2_uf.gr37-1.table_pos_after.act_[i_103.0],121188
641,abs_TDM_UF_2_uf.gg125.cool_roll_[i_103.0],357100
642,abs_TDM_UF_2_uf.ds.pos_up_hor_roll_[i_103.0],299300
643,abs_TDM_UF_2_uf.os.pos_up_hor_roll_[i_103.0],301032
644,abs_TDM_UF_2_uf.ds.pos_vert_roll_in_[i_103.0],356517
645,abs_TDM_UF_2_uf.ds.pos_vert_roll_out_[i_103.0],350633
646,abs_TDM_UF_2_uf.os.pos_vert_roll_in_[i_103.0],350917
647,abs_TDM_UF_2_uf.os.pos_vert_roll_out_[i_103.0],339536
648,abs_TDM_UF_2_uf.ds.pos_low_hor_roll_[i_103.0],364380
649,abs_TDM_UF_2_uf.os.pos_low_hor_roll_[i_103.0],361211
650,abs_TDM_UF_2_uf.load_hor_roll_[i_103.0],372709
651,abs_TDM_UF_2_uf.os.load_hor_roll.lower_[i_103.0],366016
652,abs_TDM_UF_2_uf.os.load_hor_roll.upper_[i_103.0],366353
653,abs_TDM_UF_2_uf.ds.load_hor_roll.lower_[i_103.0],367289
654,abs_TDM_UF_2_uf.ds.load_hor_roll.upper_[i_103.0],366937
655,abs_TDM_UF_2_uf.os.load_vert_roll_[i_103.0],366930
656,abs_TDM_UF_2_uf.ds.load_vert_roll_[i_103.0],374388
657,abs_TDM_UF_2_uf.axial_displace_lower_shaft_[i_103.0],353408
658,abs_TDM_UF_2_uf.torque_[i_103.0],368936
659,abs_TDM_UF_2_uf.current_[i_103.0],346616
660,abs_TDM_UF_2_uf.speed.act_[i_103.0],437458
661,abs_TDM_UF_2_uf.speed.set_[i_103.0],205337
662,TDM_UF_3_uf.ge21-1.ds.line_after.act_[i_103.0],357802
663,TDM_UF_3_uf.ge21-2.ds.line_after.act_[i_103.0],345260
664,TDM_UF_3_uf.ge21-3.ds.line_after.act_[i_103.0],342719
665,TDM_UF_3_uf.ge22-1.os.line_after.act_[i_103.0],345993
666,TDM_UF_3_uf.ge22-2.os.line_after.act_[i_103.0],304386
667,TDM_UF_3_uf.ge22-3.os.line_after.act_[i_103.0],335083
668,TDM_UF_3_uf.ge25-1.os.jackhammer_pos.act_[i_103.0],334061
669,TDM_UF_3_uf.ge35-1.jackhammer_pos.act_[i_103.0],359881
670,TDM_UF_3_uf.gr32-1.ds.table_pos_after.act_[i_103.0],115854
671,TDM_UF_3_uf.gr32-2.os.table_pos_after.act_[i_103.0],120837
672,TDM_UF_3_uf.gr37-1.table_pos_after.act_[i_103.0],129509
673,TDM_UF_3_uf.gg125.cool_roll_[i_103.0],358464
674,TDM_UF_3_uf.ds.pos_up_hor_roll_[i_103.0],306169
675,TDM_UF_3_uf.os.pos_up_hor_roll_[i_103.0],308773
676,TDM_UF_3_uf.ds.pos_vert_roll_in_[i_103.0],365696
677,TDM_UF_3_uf.ds.pos_vert_roll_out_[i_103.0],363917
678,TDM_UF_3_uf.os.pos_vert_roll_in_[i_103.0],363688
679,TDM_UF_3_uf.os.pos_vert_roll_out_[i_103.0],360246
680,TDM_UF_3_uf.ds.pos_low_hor_roll_[i_103.0],377771
681,TDM_UF_3_uf.os.pos_low_hor_roll_[i_103.0],375742
682,TDM_UF_3_uf.load_hor_roll_[i_103.0],378694
683,TDM_UF_3_uf.os.load_hor_roll.lower_[i_103.0],369296
684,TDM_UF_3_uf.os.load_hor_roll.upper_[i_103.0],368608
685,TDM_UF_3_uf.ds.load_hor_roll.lower_[i_103.0],370482
686,TDM_UF_3_uf.ds.load_hor_roll.upper_[i_103.0],368866
687,TDM_UF_3_uf.os.load_vert_roll_[i_103.0],366264
688,TDM_UF_3_uf.ds.load_vert_roll_[i_103.0],370696
689,TDM_UF_3_uf.axial_displace_lower_shaft_[i_103.0],355724
690,TDM_UF_3_uf.torque_[i_103.0],371205
691,TDM_UF_3_uf.current_[i_103.0],349495
692,TDM_UF_3_uf.speed.act_[i_103.0],482395
693,TDM_UF_3_uf.speed.set_[i_103.0],290113
694,abs_TDM_UF_3_uf.ge21-1.ds.line_after.act_[i_103.0],357802
695,abs_TDM_UF_3_uf.ge21-2.ds.line_after.act_[i_103.0],345260
696,abs_TDM_UF_3_uf.ge21-3.ds.line_after.act_[i_103.0],342719
697,abs_TDM_UF_3_uf.ge22-1.os.line_after.act_[i_103.0],345993
698,abs_TDM_UF_3_uf.ge22-2.os.line_after.act_[i_103.0],304386
699,abs_TDM_UF_3_uf.ge22-3.os.line_after.act_[i_103.0],335083
700,abs_TDM_UF_3_uf.ge25-1.os.jackhammer_pos.act_[i_103.0],334061
701,abs_TDM_UF_3_uf.ge35-1.jackhammer_pos.act_[i_103.0],359881
702,abs_TDM_UF_3_uf.gr32-1.ds.table_pos_after.act_[i_103.0],115854
703,abs_TDM_UF_3_uf.gr32-2.os.table_pos_after.act_[i_103.0],120837
704,abs_TDM_UF_3_uf.gr37-1.table_pos_after.act_[i_103.0],129509
705,abs_TDM_UF_3_uf.gg125.cool_roll_[i_103.0],358464
706,abs_TDM_UF_3_uf.ds.pos_up_hor_roll_[i_103.0],306169
707,abs_TDM_UF_3_uf.os.pos_up_hor_roll_[i_103.0],308773
708,abs_TDM_UF_3_uf.ds.pos_vert_roll_in_[i_103.0],365696
709,abs_TDM_UF_3_uf.ds.pos_vert_roll_out_[i_103.0],363917
710,abs_TDM_UF_3_uf.os.pos_vert_roll_in_[i_103.0],363688
711,abs_TDM_UF_3_uf.os.pos_vert_roll_out_[i_103.0],360246
712,abs_TDM_UF_3_uf.ds.pos_low_hor_roll_[i_103.0],377771
713,abs_TDM_UF_3_uf.os.pos_low_hor_roll_[i_103.0],375742
714,abs_TDM_UF_3_uf.load_hor_roll_[i_103.0],377120
715,abs_TDM_UF_3_uf.os.load_hor_roll.lower_[i_103.0],368200
716,abs_TDM_UF_3_uf.os.load_hor_roll.upper_[i_103.0],368047
717,abs_TDM_UF_3_uf.ds.load_hor_roll.lower_[i_103.0],369632
718,abs_TDM_UF_3_uf.ds.load_hor_roll.upper_[i_103.0],368138
719,abs_TDM_UF_3_uf.os.load_vert_roll_[i_103.0],365864
720,abs_TDM_UF_3_uf.ds.load_vert_roll_[i_103.0],370128
721,abs_TDM_UF_3_uf.axial_displace_lower_shaft_[i_103.0],355724
722,abs_TDM_UF_3_uf.torque_[i_103.0],368249
723,abs_TDM_UF_3_uf.current_[i_103.0],349495
724,abs_TDM_UF_3_uf.speed.act_[i_103.0],482395
725,abs_TDM_UF_3_uf.speed.set_[i_103.0],290112
726,TDM_UR_1_ur.descaling.pressure.extrapolated_[i_103.0],3286904
727,TDM_UR_1_ur.gr24_bt01.temp.extrapolated_[i_103.0],3559459
728,TDM_UR_1_ur.ge11-1.ds.line_before.act_[i_103.0],3558049
729,TDM_UR_1_ur.ge11-1.ds.line_before.set_[i_103.0],1051474
730,TDM_UR_1_ur.ge11-2.ds.line_before.act_[i_103.0],3518598
731,TDM_UR_1_ur.ge11-2.ds.line_before.set_[i_103.0],1051474
732,TDM_UR_1_ur.ge11-3.ds.line_before.act_[i_103.0],3386712
733,TDM_UR_1_ur.ge11-3.ds.line_before.set_[i_103.0],922460
734,TDM_UR_1_ur.ge12-1.os.line_before.act_[i_103.0],3428943
735,TDM_UR_1_ur.ge12-1.os.line_before.set_[i_103.0],1151150
736,TDM_UR_1_ur.ge12-2.os.line_before.act_[i_103.0],2991637
737,TDM_UR_1_ur.ge12-2.os.line_before.set_[i_103.0],1151150
738,TDM_UR_1_ur.ge12-3.os.line_before.act_[i_103.0],3173449
739,TDM_UR_1_ur.ge12-3.os.line_before.set_[i_103.0],891951
740,TDM_UR_1_ur.gr27-1.table_pos_before.act_[i_103.0],1389477
741,TDM_UR_1_ur.gr27-1.table_pos_before.set_[i_103.0],968720
742,TDM_UR_1_ur.gr22-1.os.table_pos_before.act_[i_103.0],1642614
743,TDM_UR_1_ur.gr22-1.os.table_pos_before.set_[i_103.0],970636
744,TDM_UR_1_ur.gr22-2.os.table_pos_before.act_[i_103.0],2044355
745,TDM_UR_1_ur.gr22-2.os.table_pos_before.set_[i_103.0],970636
746,TDM_UR_1_ur.gg25.cool_roll.set_[i_103.0],933670
747,TDM_UR_1_ur.gg25.cool_roll.act_[i_103.0],3669192
748,TDM_UR_1_ur.ds.pos_low_hor_roll_[i_103.0],3721960
749,TDM_UR_1_ur.os.pos_low_hor_roll_[i_103.0],3725802
750,TDM_UR_1_ur.ds.pos_up_hor_roll_[i_103.0],3672292
751,TDM_UR_1_ur.os.pos_up_hor_roll_[i_103.0],3774332
752,TDM_UR_1_ur.ds.pos_vert_roll_in_[i_103.0],3578945
753,TDM_UR_1_ur.ds.pos_vert_roll_out_[i_103.0],3514866
754,TDM_UR_1_ur.os.pos_vert_roll_in_[i_103.0],3493199
755,TDM_UR_1_ur.os.pos_vert_roll_out_[i_103.0],3559731
756,TDM_UR_1_ur.load_hor_roll_[i_103.0],3971268
757,TDM_UR_1_ur.os.load_hor_roll.lower_[i_103.0],3951003
758,TDM_UR_1_ur.os.load_hor_roll.upper_[i_103.0],3952011
759,TDM_UR_1_ur.ds.load_hor_roll.lower_[i_103.0],3947640
760,TDM_UR_1_ur.ds.load_hor_roll.upper_[i_103.0],3945283
761,TDM_UR_1_ur.os.load_vert_roll_[i_103.0],3944791
762,TDM_UR_1_ur.ds.load_vert_roll_[i_103.0],3964967
763,TDM_UR_1_ur.axial_displace_lower_shaft_[i_103.0],3435171
764,TDM_UR_1_ur.torque_[i_103.0],3930887
765,TDM_UR_1_ur.current_[i_103.0],3387652
766,TDM_UR_1_ur.speed.act_[i_103.0],4019502
767,TDM_UR_1_ur.speed.set_[i_103.0],1821038
768,abs_TDM_UR_1_ur.descaling.pressure.extrapolated_[i_103.0],3286904
769,abs_TDM_UR_1_ur.gr24_bt01.temp.extrapolated_[i_103.0],3559459
770,abs_TDM_UR_1_ur.ge11-1.ds.line_before.act_[i_103.0],3558049
771,abs_TDM_UR_1_ur.ge11-1.ds.line_before.set_[i_103.0],1051474
772,abs_TDM_UR_1_ur.ge11-2.ds.line_before.act_[i_103.0],3518598
773,abs_TDM_UR_1_ur.ge11-2.ds.line_before.set_[i_103.0],1051474
774,abs_TDM_UR_1_ur.ge11-3.ds.line_before.act_[i_103.0],3386712
775,abs_TDM_UR_1_ur.ge11-3.ds.line_before.set_[i_103.0],922460
776,abs_TDM_UR_1_ur.ge12-1.os.line_before.act_[i_103.0],3428943
777,abs_TDM_UR_1_ur.ge12-1.os.line_before.set_[i_103.0],1151150
778,abs_TDM_UR_1_ur.ge12-2.os.line_before.act_[i_103.0],2991637
779,abs_TDM_UR_1_ur.ge12-2.os.line_before.set_[i_103.0],1151150
780,abs_TDM_UR_1_ur.ge12-3.os.line_before.act_[i_103.0],3173449
781,abs_TDM_UR_1_ur.ge12-3.os.line_before.set_[i_103.0],891951
782,abs_TDM_UR_1_ur.gr27-1.table_pos_before.act_[i_103.0],1389477
783,abs_TDM_UR_1_ur.gr27-1.table_pos_before.set_[i_103.0],968720
784,abs_TDM_UR_1_ur.gr22-1.os.table_pos_before.act_[i_103.0],1642614
785,abs_TDM_UR_1_ur.gr22-1.os.table_pos_before.set_[i_103.0],970636
786,abs_TDM_UR_1_ur.gr22-2.os.table_pos_before.act_[i_103.0],2044355
787,abs_TDM_UR_1_ur.gr22-2.os.table_pos_before.set_[i_103.0],970636
788,abs_TDM_UR_1_ur.gg25.cool_roll.set_[i_103.0],933670
789,abs_TDM_UR_1_ur.gg25.cool_roll.act_[i_103.0],3669192
790,abs_TDM_UR_1_ur.ds.pos_low_hor_roll_[i_103.0],3721960
791,abs_TDM_UR_1_ur.os.pos_low_hor_roll_[i_103.0],3725802
792,abs_TDM_UR_1_ur.ds.pos_up_hor_roll_[i_103.0],3672292
793,abs_TDM_UR_1_ur.os.pos_up_hor_roll_[i_103.0],3774332
794,abs_TDM_UR_1_ur.ds.pos_vert_roll_in_[i_103.0],3578945
795,abs_TDM_UR_1_ur.ds.pos_vert_roll_out_[i_103.0],3514866
796,abs_TDM_UR_1_ur.os.pos_vert_roll_in_[i_103.0],3493199
797,abs_TDM_UR_1_ur.os.pos_vert_roll_out_[i_103.0],3559731
798,abs_TDM_UR_1_ur.load_hor_roll_[i_103.0],3969420
799,abs_TDM_UR_1_ur.os.load_hor_roll.lower_[i_103.0],3949684
800,abs_TDM_UR_1_ur.os.load_hor_roll.upper_[i_103.0],3950921
801,abs_TDM_UR_1_ur.ds.load_hor_roll.lower_[i_103.0],3946288
802,abs_TDM_UR_1_ur.ds.load_hor_roll.upper_[i_103.0],3944073
803,abs_TDM_UR_1_ur.os.load_vert_roll_[i_103.0],3942984
804,abs_TDM_UR_1_ur.ds.load_vert_roll_[i_103.0],3962884
805,abs_TDM_UR_1_ur.axial_displace_lower_shaft_[i_103.0],3435171
806,abs_TDM_UR_1_ur.torque_[i_103.0],3928574
807,abs_TDM_UR_1_ur.current_[i_103.0],3387652
808,abs_TDM_UR_1_ur.speed.act_[i_103.0],4019501
809,abs_TDM_UR_1_ur.speed.set_[i_103.0],1821033
810,TDM_UR_2_ur.descaling.pressure.extrapolated_[i_103.0],353793
811,TDM_UR_2_ur.gr24_bt01.temp.extrapolated_[i_103.0],277967
812,TDM_UR_2_ur.ge11-1.ds.line_before.act_[i_103.0],368651
813,TDM_UR_2_ur.ge11-1.ds.line_before.set_[i_103.0],98601
814,TDM_UR_2_ur.ge11-2.ds.line_before.act_[i_103.0],358452
815,TDM_UR_2_ur.ge11-2.ds.line_before.set_[i_103.0],98601
816,TDM_UR_2_ur.ge11-3.ds.line_before.act_[i_103.0],355799
817,TDM_UR_2_ur.ge11-3.ds.line_before.set_[i_103.0],88625
818,TDM_UR_2_ur.ge12-1.os.line_before.act_[i_103.0],350311
819,TDM_UR_2_ur.ge12-1.os.line_before.set_[i_103.0],98751
820,TDM_UR_2_ur.ge12-2.os.line_before.act_[i_103.0],320219
821,TDM_UR_2_ur.ge12-2.os.line_before.set_[i_103.0],98751
822,TDM_UR_2_ur.ge12-3.os.line_before.act_[i_103.0],323273
823,TDM_UR_2_ur.ge12-3.os.line_before.set_[i_103.0],76336
824,TDM_UR_2_ur.gr27-1.table_pos_before.act_[i_103.0],128988
825,TDM_UR_2_ur.gr27-1.table_pos_before.set_[i_103.0],86210
826,TDM_UR_2_ur.gr22-1.os.table_pos_before.act_[i_103.0],146526
827,TDM_UR_2_ur.gr22-1.os.table_pos_before.set_[i_103.0],86412
828,TDM_UR_2_ur.gr22-2.os.table_pos_before.act_[i_103.0],192898
829,TDM_UR_2_ur.gr22-2.os.table_pos_before.set_[i_103.0],86412
830,TDM_UR_2_ur.gg25.cool_roll.set_[i_103.0],84179
831,TDM_UR_2_ur.gg25.cool_roll.act_[i_103.0],357784
832,TDM_UR_2_ur.ds.pos_low_hor_roll_[i_103.0],369853
833,TDM_UR_2_ur.os.pos_low_hor_roll_[i_103.0],369424
834,TDM_UR_2_ur.ds.pos_up_hor_roll_[i_103.0],365785
835,TDM_UR_2_ur.os.pos_up_hor_roll_[i_103.0],369571
836,TDM_UR_2_ur.ds.pos_vert_roll_in_[i_103.0],364980
837,TDM_UR_2_ur.ds.pos_vert_roll_out_[i_103.0],362760
838,TDM_UR_2_ur.os.pos_vert_roll_in_[i_103.0],363283
839,TDM_UR_2_ur.os.pos_vert_roll_out_[i_103.0],362352
840,TDM_UR_2_ur.load_hor_roll_[i_103.0],371434
841,TDM_UR_2_ur.os.load_hor_roll.lower_[i_103.0],365716
842,TDM_UR_2_ur.os.load_hor_roll.upper_[i_103.0],365543
843,TDM_UR_2_ur.ds.load_hor_roll.lower_[i_103.0],365493
844,TDM_UR_2_ur.ds.load_hor_roll.upper_[i_103.0],364995
845,TDM_UR_2_ur.os.load_vert_roll_[i_103.0],367029
846,TDM_UR_2_ur.ds.load_vert_roll_[i_103.0],373331
847,TDM_UR_2_ur.axial_displace_lower_shaft_[i_103.0],353555
848,TDM_UR_2_ur.torque_[i_103.0],372166
849,TDM_UR_2_ur.current_[i_103.0],352954
850,TDM_UR_2_ur.speed.act_[i_103.0],471290
851,TDM_UR_2_ur.speed.set_[i_103.0],295041
852,abs_TDM_UR_2_ur.descaling.pressure.extrapolated_[i_103.0],353793
853,abs_TDM_UR_2_ur.gr24_bt01.temp.extrapolated_[i_103.0],277967
854,abs_TDM_UR_2_ur.ge11-1.ds.line_before.act_[i_103.0],368651
855,abs_TDM_UR_2_ur.ge11-1.ds.line_before.set_[i_103.0],98601
856,abs_TDM_UR_2_ur.ge11-2.ds.line_before.act_[i_103.0],358452
857,abs_TDM_UR_2_ur.ge11-2.ds.line_before.set_[i_103.0],98601
858,abs_TDM_UR_2_ur.ge11-3.ds.line_before.act_[i_103.0],355799
859,abs_TDM_UR_2_ur.ge11-3.ds.line_before.set_[i_103.0],88625
860,abs_TDM_UR_2_ur.ge12-1.os.line_before.act_[i_103.0],350311
861,abs_TDM_UR_2_ur.ge12-1.os.line_before.set_[i_103.0],98751
862,abs_TDM_UR_2_ur.ge12-2.os.line_before.act_[i_103.0],320219
863,abs_TDM_UR_2_ur.ge12-2.os.line_before.set_[i_103.0],98751
864,abs_TDM_UR_2_ur.ge12-3.os.line_before.act_[i_103.0],323273
865,abs_TDM_UR_2_ur.ge12-3.os.line_before.set_[i_103.0],76336
866,abs_TDM_UR_2_ur.gr27-1.table_pos_before.act_[i_103.0],128988
867,abs_TDM_UR_2_ur.gr27-1.table_pos_before.set_[i_103.0],86210
