,feature,unique_vals
1254,BD_1_2_bd1.temp.extrapolated_[ni],85430
1255,BD_1_2_bd1.descaling.pressure.extrapolated_[ni],46051
1256,BD_1_2_bd1.ge11-1.ds.line_before.act_[ni],1345
1257,BD_1_2_bd1.ge11-1.ds.line_before.set_[ni],208
1258,BD_1_2_bd1.ge11-2.ds.line_before.act_[ni],1193
1259,BD_1_2_bd1.ge11-2.ds.line_before.set_[ni],208
1260,BD_1_2_bd1.ge11-3.ds.line_before.act_[ni],1207
1261,BD_1_2_bd1.ge11-3.ds.line_before.set_[ni],226
1262,BD_1_2_bd1.ge12-1.os.line_before.act_[ni],1033
1263,BD_1_2_bd1.ge12-1.os.line_before.set_[ni],242
1264,BD_1_2_bd1.ge12-2.os.line_before.act_[ni],737
1265,BD_1_2_bd1.ge12-2.os.line_before.set_[ni],242
1266,BD_1_2_bd1.ge12-3.os.line_before.act_[ni],1222
1267,BD_1_2_bd1.ge12-3.os.line_before.set_[ni],188
1268,BD_1_2_bd1.gr27-1.table_pos_before.act_[ni],304
1269,BD_1_2_bd1.gr27-1.table_pos_before.set_[ni],244
1270,BD_1_2_bd1.gr22-1.os.table_pos_before.act_[ni],302
1271,BD_1_2_bd1.gr22-1.os.table_pos_before.set_[ni],247
1272,BD_1_2_bd1.gr22-2.os.table_pos_before.act_[ni],275
1273,BD_1_2_bd1.gr22-2.os.table_pos_before.set_[ni],247
1274,BD_1_2_bd1.gg25.cool_roll.set_[ni],216
1275,BD_1_2_bd1.gg25.cool_roll.act_[ni],1371
1276,BD_1_2_bd1.ds.pos_low_hor_roll_[ni],1243
1277,BD_1_2_bd1.os.pos_low_hor_roll_[ni],1224
1278,BD_1_2_bd1.ds.pos_up_hor_roll_[ni],1236
1279,BD_1_2_bd1.os.pos_up_hor_roll_[ni],1339
1280,BD_1_2_bd1.ds.pos_vert_roll_in_[ni],1249
1281,BD_1_2_bd1.ds.pos_vert_roll_out_[ni],1184
1282,BD_1_2_bd1.os.pos_vert_roll_in_[ni],1236
1283,BD_1_2_bd1.os.pos_vert_roll_out_[ni],1242
1284,BD_1_2_bd1.load_hor_roll_[ni],1343
1285,BD_1_2_bd1.os.load_hor_roll.lower_[ni],1227
1286,BD_1_2_bd1.os.load_hor_roll.upper_[ni],1248
1287,BD_1_2_bd1.ds.load_hor_roll.lower_[ni],1258
1288,BD_1_2_bd1.ds.load_hor_roll.upper_[ni],1265
1289,BD_1_2_bd1.os.load_vert_roll_[ni],1400
1290,BD_1_2_bd1.ds.load_vert_roll_[ni],1388
1291,BD_1_2_bd1.axial_displace_lower_shaft_[ni],1006
1292,BD_1_2_bd1.torque_[ni],87626
1293,BD_1_2_bd1.current_[ni],50576
1294,BD_1_2_bd1.speed.act_[ni],105401
1295,BD_1_2_bd1.speed.set_[ni],78972
1296,abs_BD_1_2_bd1.temp.extrapolated_[ni],85430
1297,abs_BD_1_2_bd1.descaling.pressure.extrapolated_[ni],46051
1298,abs_BD_1_2_bd1.ge11-1.ds.line_before.act_[ni],1345
1299,abs_BD_1_2_bd1.ge11-1.ds.line_before.set_[ni],208
1300,abs_BD_1_2_bd1.ge11-2.ds.line_before.act_[ni],1193
1301,abs_BD_1_2_bd1.ge11-2.ds.line_before.set_[ni],208
1302,abs_BD_1_2_bd1.ge11-3.ds.line_before.act_[ni],1207
1303,abs_BD_1_2_bd1.ge11-3.ds.line_before.set_[ni],226
1304,abs_BD_1_2_bd1.ge12-1.os.line_before.act_[ni],1033
1305,abs_BD_1_2_bd1.ge12-1.os.line_before.set_[ni],242
1306,abs_BD_1_2_bd1.ge12-2.os.line_before.act_[ni],737
1307,abs_BD_1_2_bd1.ge12-2.os.line_before.set_[ni],242
1308,abs_BD_1_2_bd1.ge12-3.os.line_before.act_[ni],1222
1309,abs_BD_1_2_bd1.ge12-3.os.line_before.set_[ni],188
1310,abs_BD_1_2_bd1.gr27-1.table_pos_before.act_[ni],304
1311,abs_BD_1_2_bd1.gr27-1.table_pos_before.set_[ni],244
1312,abs_BD_1_2_bd1.gr22-1.os.table_pos_before.act_[ni],302
1313,abs_BD_1_2_bd1.gr22-1.os.table_pos_before.set_[ni],247
1314,abs_BD_1_2_bd1.gr22-2.os.table_pos_before.act_[ni],275
1315,abs_BD_1_2_bd1.gr22-2.os.table_pos_before.set_[ni],247
1316,abs_BD_1_2_bd1.gg25.cool_roll.set_[ni],216
1317,abs_BD_1_2_bd1.gg25.cool_roll.act_[ni],1371
1318,abs_BD_1_2_bd1.ds.pos_low_hor_roll_[ni],1243
1319,abs_BD_1_2_bd1.os.pos_low_hor_roll_[ni],1224
1320,abs_BD_1_2_bd1.ds.pos_up_hor_roll_[ni],1236
1321,abs_BD_1_2_bd1.os.pos_up_hor_roll_[ni],1339
1322,abs_BD_1_2_bd1.ds.pos_vert_roll_in_[ni],1249
1323,abs_BD_1_2_bd1.ds.pos_vert_roll_out_[ni],1184
1324,abs_BD_1_2_bd1.os.pos_vert_roll_in_[ni],1236
1325,abs_BD_1_2_bd1.os.pos_vert_roll_out_[ni],1242
1326,abs_BD_1_2_bd1.load_hor_roll_[ni],1316
1327,abs_BD_1_2_bd1.os.load_hor_roll.lower_[ni],1208
1328,abs_BD_1_2_bd1.os.load_hor_roll.upper_[ni],1227
1329,abs_BD_1_2_bd1.ds.load_hor_roll.lower_[ni],1254
1330,abs_BD_1_2_bd1.ds.load_hor_roll.upper_[ni],1251
1331,abs_BD_1_2_bd1.os.load_vert_roll_[ni],1324
1332,abs_BD_1_2_bd1.ds.load_vert_roll_[ni],1351
1333,abs_BD_1_2_bd1.axial_displace_lower_shaft_[ni],1006
1334,abs_BD_1_2_bd1.torque_[ni],87551
1335,abs_BD_1_2_bd1.current_[ni],50576
1336,abs_BD_1_2_bd1.speed.act_[ni],105392
1337,abs_BD_1_2_bd1.speed.set_[ni],78966
1338,BD_1_3_bd1.temp.extrapolated_[ni],81133
1339,BD_1_3_bd1.descaling.pressure.extrapolated_[ni],5316
1340,BD_1_3_bd1.ge11-1.ds.line_before.act_[ni],1518
1341,BD_1_3_bd1.ge11-1.ds.line_before.set_[ni],237
1342,BD_1_3_bd1.ge11-2.ds.line_before.act_[ni],1373
1343,BD_1_3_bd1.ge11-2.ds.line_before.set_[ni],237
1344,BD_1_3_bd1.ge11-3.ds.line_before.act_[ni],1309
1345,BD_1_3_bd1.ge11-3.ds.line_before.set_[ni],205
1346,BD_1_3_bd1.ge12-1.os.line_before.act_[ni],1213
1347,BD_1_3_bd1.ge12-1.os.line_before.set_[ni],268
1348,BD_1_3_bd1.ge12-2.os.line_before.act_[ni],953
1349,BD_1_3_bd1.ge12-2.os.line_before.set_[ni],268
1350,BD_1_3_bd1.ge12-3.os.line_before.act_[ni],1442
1351,BD_1_3_bd1.ge12-3.os.line_before.set_[ni],208
1352,BD_1_3_bd1.gr27-1.table_pos_before.act_[ni],319
1353,BD_1_3_bd1.gr27-1.table_pos_before.set_[ni],244
1354,BD_1_3_bd1.gr22-1.os.table_pos_before.act_[ni],493
1355,BD_1_3_bd1.gr22-1.os.table_pos_before.set_[ni],226
1356,BD_1_3_bd1.gr22-2.os.table_pos_before.act_[ni],418
1357,BD_1_3_bd1.gr22-2.os.table_pos_before.set_[ni],226
1358,BD_1_3_bd1.gg25.cool_roll.set_[ni],221
1359,BD_1_3_bd1.gg25.cool_roll.act_[ni],1363
1360,BD_1_3_bd1.ds.pos_low_hor_roll_[ni],1323
1361,BD_1_3_bd1.os.pos_low_hor_roll_[ni],1266
1362,BD_1_3_bd1.ds.pos_up_hor_roll_[ni],1235
1363,BD_1_3_bd1.os.pos_up_hor_roll_[ni],1343
1364,BD_1_3_bd1.ds.pos_vert_roll_in_[ni],1269
1365,BD_1_3_bd1.ds.pos_vert_roll_out_[ni],1225
1366,BD_1_3_bd1.os.pos_vert_roll_in_[ni],1262
1367,BD_1_3_bd1.os.pos_vert_roll_out_[ni],1272
1368,BD_1_3_bd1.load_hor_roll_[ni],1682
1369,BD_1_3_bd1.os.load_hor_roll.lower_[ni],1421
1370,BD_1_3_bd1.os.load_hor_roll.upper_[ni],1431
1371,BD_1_3_bd1.ds.load_hor_roll.lower_[ni],1504
1372,BD_1_3_bd1.ds.load_hor_roll.upper_[ni],1473
1373,BD_1_3_bd1.os.load_vert_roll_[ni],1705
1374,BD_1_3_bd1.ds.load_vert_roll_[ni],1746
1375,BD_1_3_bd1.axial_displace_lower_shaft_[ni],1068
1376,BD_1_3_bd1.torque_[ni],81245
1377,BD_1_3_bd1.current_[ni],42808
1378,BD_1_3_bd1.speed.act_[ni],106437
1379,BD_1_3_bd1.speed.set_[ni],96637
1380,abs_BD_1_3_bd1.temp.extrapolated_[ni],81133
1381,abs_BD_1_3_bd1.descaling.pressure.extrapolated_[ni],5316
1382,abs_BD_1_3_bd1.ge11-1.ds.line_before.act_[ni],1518
1383,abs_BD_1_3_bd1.ge11-1.ds.line_before.set_[ni],237
1384,abs_BD_1_3_bd1.ge11-2.ds.line_before.act_[ni],1373
1385,abs_BD_1_3_bd1.ge11-2.ds.line_before.set_[ni],237
1386,abs_BD_1_3_bd1.ge11-3.ds.line_before.act_[ni],1309
1387,abs_BD_1_3_bd1.ge11-3.ds.line_before.set_[ni],205
1388,abs_BD_1_3_bd1.ge12-1.os.line_before.act_[ni],1213
1389,abs_BD_1_3_bd1.ge12-1.os.line_before.set_[ni],268
1390,abs_BD_1_3_bd1.ge12-2.os.line_before.act_[ni],953
1391,abs_BD_1_3_bd1.ge12-2.os.line_before.set_[ni],268
1392,abs_BD_1_3_bd1.ge12-3.os.line_before.act_[ni],1442
1393,abs_BD_1_3_bd1.ge12-3.os.line_before.set_[ni],208
1394,abs_BD_1_3_bd1.gr27-1.table_pos_before.act_[ni],319
1395,abs_BD_1_3_bd1.gr27-1.table_pos_before.set_[ni],244
1396,abs_BD_1_3_bd1.gr22-1.os.table_pos_before.act_[ni],493
1397,abs_BD_1_3_bd1.gr22-1.os.table_pos_before.set_[ni],226
1398,abs_BD_1_3_bd1.gr22-2.os.table_pos_before.act_[ni],418
1399,abs_BD_1_3_bd1.gr22-2.os.table_pos_before.set_[ni],226
1400,abs_BD_1_3_bd1.gg25.cool_roll.set_[ni],221
1401,abs_BD_1_3_bd1.gg25.cool_roll.act_[ni],1363
1402,abs_BD_1_3_bd1.ds.pos_low_hor_roll_[ni],1323
1403,abs_BD_1_3_bd1.os.pos_low_hor_roll_[ni],1266
1404,abs_BD_1_3_bd1.ds.pos_up_hor_roll_[ni],1235
1405,abs_BD_1_3_bd1.os.pos_up_hor_roll_[ni],1343
1406,abs_BD_1_3_bd1.ds.pos_vert_roll_in_[ni],1269
1407,abs_BD_1_3_bd1.ds.pos_vert_roll_out_[ni],1225
1408,abs_BD_1_3_bd1.os.pos_vert_roll_in_[ni],1262
1409,abs_BD_1_3_bd1.os.pos_vert_roll_out_[ni],1272
1410,abs_BD_1_3_bd1.load_hor_roll_[ni],1662
1411,abs_BD_1_3_bd1.os.load_hor_roll.lower_[ni],1404
1412,abs_BD_1_3_bd1.os.load_hor_roll.upper_[ni],1414
1413,abs_BD_1_3_bd1.ds.load_hor_roll.lower_[ni],1498
1414,abs_BD_1_3_bd1.ds.load_hor_roll.upper_[ni],1462
1415,abs_BD_1_3_bd1.os.load_vert_roll_[ni],1643
1416,abs_BD_1_3_bd1.ds.load_vert_roll_[ni],1714
1417,abs_BD_1_3_bd1.axial_displace_lower_shaft_[ni],1068
1418,abs_BD_1_3_bd1.torque_[ni],81178
1419,abs_BD_1_3_bd1.current_[ni],42808
1420,abs_BD_1_3_bd1.speed.act_[ni],106434
1421,abs_BD_1_3_bd1.speed.set_[ni],96626
1422,BD_1_4_bd1.temp.extrapolated_[ni],84359
1423,BD_1_4_bd1.descaling.pressure.extrapolated_[ni],49364
1424,BD_1_4_bd1.ge11-1.ds.line_before.act_[ni],1515
1425,BD_1_4_bd1.ge11-1.ds.line_before.set_[ni],234
1426,BD_1_4_bd1.ge11-2.ds.line_before.act_[ni],1403
1427,BD_1_4_bd1.ge11-2.ds.line_before.set_[ni],234
1428,BD_1_4_bd1.ge11-3.ds.line_before.act_[ni],1312
1429,BD_1_4_bd1.ge11-3.ds.line_before.set_[ni],226
1430,BD_1_4_bd1.ge12-1.os.line_before.act_[ni],1312
1431,BD_1_4_bd1.ge12-1.os.line_before.set_[ni],258
1432,BD_1_4_bd1.ge12-2.os.line_before.act_[ni],1071
1433,BD_1_4_bd1.ge12-2.os.line_before.set_[ni],258
1434,BD_1_4_bd1.ge12-3.os.line_before.act_[ni],1546
1435,BD_1_4_bd1.ge12-3.os.line_before.set_[ni],213
1436,BD_1_4_bd1.gr27-1.table_pos_before.act_[ni],339
1437,BD_1_4_bd1.gr27-1.table_pos_before.set_[ni],242
1438,BD_1_4_bd1.gr22-1.os.table_pos_before.act_[ni],509
1439,BD_1_4_bd1.gr22-1.os.table_pos_before.set_[ni],235
1440,BD_1_4_bd1.gr22-2.os.table_pos_before.act_[ni],432
1441,BD_1_4_bd1.gr22-2.os.table_pos_before.set_[ni],235
1442,BD_1_4_bd1.gg25.cool_roll.set_[ni],236
1443,BD_1_4_bd1.gg25.cool_roll.act_[ni],1365
1444,BD_1_4_bd1.ds.pos_low_hor_roll_[ni],1377
1445,BD_1_4_bd1.os.pos_low_hor_roll_[ni],1297
1446,BD_1_4_bd1.ds.pos_up_hor_roll_[ni],1257
1447,BD_1_4_bd1.os.pos_up_hor_roll_[ni],1339
1448,BD_1_4_bd1.ds.pos_vert_roll_in_[ni],1276
1449,BD_1_4_bd1.ds.pos_vert_roll_out_[ni],1232
1450,BD_1_4_bd1.os.pos_vert_roll_in_[ni],1272
1451,BD_1_4_bd1.os.pos_vert_roll_out_[ni],1296
1452,BD_1_4_bd1.load_hor_roll_[ni],1821
1453,BD_1_4_bd1.os.load_hor_roll.lower_[ni],1437
1454,BD_1_4_bd1.os.load_hor_roll.upper_[ni],1442
1455,BD_1_4_bd1.ds.load_hor_roll.lower_[ni],1566
1456,BD_1_4_bd1.ds.load_hor_roll.upper_[ni],1518
1457,BD_1_4_bd1.os.load_vert_roll_[ni],1775
1458,BD_1_4_bd1.ds.load_vert_roll_[ni],1840
1459,BD_1_4_bd1.axial_displace_lower_shaft_[ni],1093
1460,BD_1_4_bd1.torque_[ni],89245
1461,BD_1_4_bd1.current_[ni],57723
1462,BD_1_4_bd1.speed.act_[ni],105192
1463,BD_1_4_bd1.speed.set_[ni],79549
1464,abs_BD_1_4_bd1.temp.extrapolated_[ni],84359
1465,abs_BD_1_4_bd1.descaling.pressure.extrapolated_[ni],49364
1466,abs_BD_1_4_bd1.ge11-1.ds.line_before.act_[ni],1515
1467,abs_BD_1_4_bd1.ge11-1.ds.line_before.set_[ni],234
1468,abs_BD_1_4_bd1.ge11-2.ds.line_before.act_[ni],1403
1469,abs_BD_1_4_bd1.ge11-2.ds.line_before.set_[ni],234
1470,abs_BD_1_4_bd1.ge11-3.ds.line_before.act_[ni],1312
1471,abs_BD_1_4_bd1.ge11-3.ds.line_before.set_[ni],226
1472,abs_BD_1_4_bd1.ge12-1.os.line_before.act_[ni],1312
1473,abs_BD_1_4_bd1.ge12-1.os.line_before.set_[ni],258
1474,abs_BD_1_4_bd1.ge12-2.os.line_before.act_[ni],1071
1475,abs_BD_1_4_bd1.ge12-2.os.line_before.set_[ni],258
1476,abs_BD_1_4_bd1.ge12-3.os.line_before.act_[ni],1546
1477,abs_BD_1_4_bd1.ge12-3.os.line_before.set_[ni],213
1478,abs_BD_1_4_bd1.gr27-1.table_pos_before.act_[ni],339
1479,abs_BD_1_4_bd1.gr27-1.table_pos_before.set_[ni],242
1480,abs_BD_1_4_bd1.gr22-1.os.table_pos_before.act_[ni],509
1481,abs_BD_1_4_bd1.gr22-1.os.table_pos_before.set_[ni],235
1482,abs_BD_1_4_bd1.gr22-2.os.table_pos_before.act_[ni],432
1483,abs_BD_1_4_bd1.gr22-2.os.table_pos_before.set_[ni],235
1484,abs_BD_1_4_bd1.gg25.cool_roll.set_[ni],236
1485,abs_BD_1_4_bd1.gg25.cool_roll.act_[ni],1365
1486,abs_BD_1_4_bd1.ds.pos_low_hor_roll_[ni],1377
1487,abs_BD_1_4_bd1.os.pos_low_hor_roll_[ni],1297
1488,abs_BD_1_4_bd1.ds.pos_up_hor_roll_[ni],1257
1489,abs_BD_1_4_bd1.os.pos_up_hor_roll_[ni],1339
1490,abs_BD_1_4_bd1.ds.pos_vert_roll_in_[ni],1276
1491,abs_BD_1_4_bd1.ds.pos_vert_roll_out_[ni],1232
1492,abs_BD_1_4_bd1.os.pos_vert_roll_in_[ni],1272
1493,abs_BD_1_4_bd1.os.pos_vert_roll_out_[ni],1296
1494,abs_BD_1_4_bd1.load_hor_roll_[ni],1801
1495,abs_BD_1_4_bd1.os.load_hor_roll.lower_[ni],1413
1496,abs_BD_1_4_bd1.os.load_hor_roll.upper_[ni],1420
1497,abs_BD_1_4_bd1.ds.load_hor_roll.lower_[ni],1560
1498,abs_BD_1_4_bd1.ds.load_hor_roll.upper_[ni],1503
1499,abs_BD_1_4_bd1.os.load_vert_roll_[ni],1709
1500,abs_BD_1_4_bd1.ds.load_vert_roll_[ni],1794
1501,abs_BD_1_4_bd1.axial_displace_lower_shaft_[ni],1093
1502,abs_BD_1_4_bd1.torque_[ni],89184
1503,abs_BD_1_4_bd1.current_[ni],57723
1504,abs_BD_1_4_bd1.speed.act_[ni],105187
1505,abs_BD_1_4_bd1.speed.set_[ni],79537
1506,BD_1_5_bd1.temp.extrapolated_[ni],83289
1507,BD_1_5_bd1.descaling.pressure.extrapolated_[ni],7072
1508,BD_1_5_bd1.ge11-1.ds.line_before.act_[ni],1420
1509,BD_1_5_bd1.ge11-1.ds.line_before.set_[ni],235
1510,BD_1_5_bd1.ge11-2.ds.line_before.act_[ni],1355
1511,BD_1_5_bd1.ge11-2.ds.line_before.set_[ni],235
1512,BD_1_5_bd1.ge11-3.ds.line_before.act_[ni],1334
1513,BD_1_5_bd1.ge11-3.ds.line_before.set_[ni],278
1514,BD_1_5_bd1.ge12-1.os.line_before.act_[ni],1033
1515,BD_1_5_bd1.ge12-1.os.line_before.set_[ni],264
1516,BD_1_5_bd1.ge12-2.os.line_before.act_[ni],752
1517,BD_1_5_bd1.ge12-2.os.line_before.set_[ni],264
1518,BD_1_5_bd1.ge12-3.os.line_before.act_[ni],1510
1519,BD_1_5_bd1.ge12-3.os.line_before.set_[ni],273
1520,BD_1_5_bd1.gr27-1.table_pos_before.act_[ni],382
1521,BD_1_5_bd1.gr27-1.table_pos_before.set_[ni],272
1522,BD_1_5_bd1.gr22-1.os.table_pos_before.act_[ni],394
1523,BD_1_5_bd1.gr22-1.os.table_pos_before.set_[ni],282
1524,BD_1_5_bd1.gr22-2.os.table_pos_before.act_[ni],361
1525,BD_1_5_bd1.gr22-2.os.table_pos_before.set_[ni],282
1526,BD_1_5_bd1.gg25.cool_roll.set_[ni],261
1527,BD_1_5_bd1.gg25.cool_roll.act_[ni],1381
1528,BD_1_5_bd1.ds.pos_low_hor_roll_[ni],1430
1529,BD_1_5_bd1.os.pos_low_hor_roll_[ni],1387
1530,BD_1_5_bd1.ds.pos_up_hor_roll_[ni],1372
1531,BD_1_5_bd1.os.pos_up_hor_roll_[ni],1438
1532,BD_1_5_bd1.ds.pos_vert_roll_in_[ni],1428
1533,BD_1_5_bd1.ds.pos_vert_roll_out_[ni],1368
1534,BD_1_5_bd1.os.pos_vert_roll_in_[ni],1556
1535,BD_1_5_bd1.os.pos_vert_roll_out_[ni],1554
1536,BD_1_5_bd1.load_hor_roll_[ni],1703
1537,BD_1_5_bd1.os.load_hor_roll.lower_[ni],1493
1538,BD_1_5_bd1.os.load_hor_roll.upper_[ni],1511
1539,BD_1_5_bd1.ds.load_hor_roll.lower_[ni],1550
1540,BD_1_5_bd1.ds.load_hor_roll.upper_[ni],1513
1541,BD_1_5_bd1.os.load_vert_roll_[ni],1712
1542,BD_1_5_bd1.ds.load_vert_roll_[ni],1708
1543,BD_1_5_bd1.axial_displace_lower_shaft_[ni],1117
1544,BD_1_5_bd1.torque_[ni],82997
1545,BD_1_5_bd1.current_[ni],53656
1546,BD_1_5_bd1.speed.act_[ni],105424
1547,BD_1_5_bd1.speed.set_[ni],96706
1548,abs_BD_1_5_bd1.temp.extrapolated_[ni],83289
1549,abs_BD_1_5_bd1.descaling.pressure.extrapolated_[ni],7072
1550,abs_BD_1_5_bd1.ge11-1.ds.line_before.act_[ni],1420
1551,abs_BD_1_5_bd1.ge11-1.ds.line_before.set_[ni],235
1552,abs_BD_1_5_bd1.ge11-2.ds.line_before.act_[ni],1355
1553,abs_BD_1_5_bd1.ge11-2.ds.line_before.set_[ni],235
1554,abs_BD_1_5_bd1.ge11-3.ds.line_before.act_[ni],1334
1555,abs_BD_1_5_bd1.ge11-3.ds.line_before.set_[ni],278
1556,abs_BD_1_5_bd1.ge12-1.os.line_before.act_[ni],1033
1557,abs_BD_1_5_bd1.ge12-1.os.line_before.set_[ni],264
1558,abs_BD_1_5_bd1.ge12-2.os.line_before.act_[ni],752
1559,abs_BD_1_5_bd1.ge12-2.os.line_before.set_[ni],264
1560,abs_BD_1_5_bd1.ge12-3.os.line_before.act_[ni],1510
1561,abs_BD_1_5_bd1.ge12-3.os.line_before.set_[ni],273
1562,abs_BD_1_5_bd1.gr27-1.table_pos_before.act_[ni],382
1563,abs_BD_1_5_bd1.gr27-1.table_pos_before.set_[ni],272
1564,abs_BD_1_5_bd1.gr22-1.os.table_pos_before.act_[ni],394
1565,abs_BD_1_5_bd1.gr22-1.os.table_pos_before.set_[ni],282
1566,abs_BD_1_5_bd1.gr22-2.os.table_pos_before.act_[ni],361
1567,abs_BD_1_5_bd1.gr22-2.os.table_pos_before.set_[ni],282
1568,abs_BD_1_5_bd1.gg25.cool_roll.set_[ni],261
1569,abs_BD_1_5_bd1.gg25.cool_roll.act_[ni],1381
1570,abs_BD_1_5_bd1.ds.pos_low_hor_roll_[ni],1430
1571,abs_BD_1_5_bd1.os.pos_low_hor_roll_[ni],1387
1572,abs_BD_1_5_bd1.ds.pos_up_hor_roll_[ni],1372
1573,abs_BD_1_5_bd1.os.pos_up_hor_roll_[ni],1438
1574,abs_BD_1_5_bd1.ds.pos_vert_roll_in_[ni],1428
1575,abs_BD_1_5_bd1.ds.pos_vert_roll_out_[ni],1368
1576,abs_BD_1_5_bd1.os.pos_vert_roll_in_[ni],1556
1577,abs_BD_1_5_bd1.os.pos_vert_roll_out_[ni],1554
1578,abs_BD_1_5_bd1.load_hor_roll_[ni],1634
1579,abs_BD_1_5_bd1.os.load_hor_roll.lower_[ni],1433
1580,abs_BD_1_5_bd1.os.load_hor_roll.upper_[ni],1437
1581,abs_BD_1_5_bd1.ds.load_hor_roll.lower_[ni],1509
1582,abs_BD_1_5_bd1.ds.load_hor_roll.upper_[ni],1471
1583,abs_BD_1_5_bd1.os.load_vert_roll_[ni],1618
1584,abs_BD_1_5_bd1.ds.load_vert_roll_[ni],1661
1585,abs_BD_1_5_bd1.axial_displace_lower_shaft_[ni],1117
1586,abs_BD_1_5_bd1.torque_[ni],82949
1587,abs_BD_1_5_bd1.current_[ni],53656
1588,abs_BD_1_5_bd1.speed.act_[ni],105417
1589,abs_BD_1_5_bd1.speed.set_[ni],96702
1590,BD_1_6_bd1.temp.extrapolated_[ni],80373
1591,BD_1_6_bd1.descaling.pressure.extrapolated_[ni],60098
1592,BD_1_6_bd1.ge11-1.ds.line_before.act_[ni],1626
1593,BD_1_6_bd1.ge11-1.ds.line_before.set_[ni],386
1594,BD_1_6_bd1.ge11-2.ds.line_before.act_[ni],1592
1595,BD_1_6_bd1.ge11-2.ds.line_before.set_[ni],386
1596,BD_1_6_bd1.ge11-3.ds.line_before.act_[ni],1598
1597,BD_1_6_bd1.ge11-3.ds.line_before.set_[ni],416
1598,BD_1_6_bd1.ge12-1.os.line_before.act_[ni],1524
1599,BD_1_6_bd1.ge12-1.os.line_before.set_[ni],426
1600,BD_1_6_bd1.ge12-2.os.line_before.act_[ni],1307
1601,BD_1_6_bd1.ge12-2.os.line_before.set_[ni],426
1602,BD_1_6_bd1.ge12-3.os.line_before.act_[ni],1693
1603,BD_1_6_bd1.ge12-3.os.line_before.set_[ni],389
1604,BD_1_6_bd1.gr27-1.table_pos_before.act_[ni],602
1605,BD_1_6_bd1.gr27-1.table_pos_before.set_[ni],273
1606,BD_1_6_bd1.gr22-1.os.table_pos_before.act_[ni],649
1607,BD_1_6_bd1.gr22-1.os.table_pos_before.set_[ni],257
1608,BD_1_6_bd1.gr22-2.os.table_pos_before.act_[ni],569
1609,BD_1_6_bd1.gr22-2.os.table_pos_before.set_[ni],257
1610,BD_1_6_bd1.gg25.cool_roll.set_[ni],244
1611,BD_1_6_bd1.gg25.cool_roll.act_[ni],1370
1612,BD_1_6_bd1.ds.pos_low_hor_roll_[ni],1225
1613,BD_1_6_bd1.os.pos_low_hor_roll_[ni],1207
1614,BD_1_6_bd1.ds.pos_up_hor_roll_[ni],1215
1615,BD_1_6_bd1.os.pos_up_hor_roll_[ni],1261
1616,BD_1_6_bd1.ds.pos_vert_roll_in_[ni],1248
1617,BD_1_6_bd1.ds.pos_vert_roll_out_[ni],1230
1618,BD_1_6_bd1.os.pos_vert_roll_in_[ni],1269
1619,BD_1_6_bd1.os.pos_vert_roll_out_[ni],1278
1620,BD_1_6_bd1.load_hor_roll_[ni],1381
1621,BD_1_6_bd1.os.load_hor_roll.lower_[ni],1262
1622,BD_1_6_bd1.os.load_hor_roll.upper_[ni],1270
1623,BD_1_6_bd1.ds.load_hor_roll.lower_[ni],1272
1624,BD_1_6_bd1.ds.load_hor_roll.upper_[ni],1296
1625,BD_1_6_bd1.os.load_vert_roll_[ni],1444
1626,BD_1_6_bd1.ds.load_vert_roll_[ni],1420
1627,BD_1_6_bd1.axial_displace_lower_shaft_[ni],1110
1628,BD_1_6_bd1.torque_[ni],85030
1629,BD_1_6_bd1.current_[ni],66464
1630,BD_1_6_bd1.speed.act_[ni],99368
1631,BD_1_6_bd1.speed.set_[ni],76752
1632,abs_BD_1_6_bd1.temp.extrapolated_[ni],80373
1633,abs_BD_1_6_bd1.descaling.pressure.extrapolated_[ni],60098
1634,abs_BD_1_6_bd1.ge11-1.ds.line_before.act_[ni],1626
1635,abs_BD_1_6_bd1.ge11-1.ds.line_before.set_[ni],386
1636,abs_BD_1_6_bd1.ge11-2.ds.line_before.act_[ni],1592
1637,abs_BD_1_6_bd1.ge11-2.ds.line_before.set_[ni],386
1638,abs_BD_1_6_bd1.ge11-3.ds.line_before.act_[ni],1598
1639,abs_BD_1_6_bd1.ge11-3.ds.line_before.set_[ni],416
1640,abs_BD_1_6_bd1.ge12-1.os.line_before.act_[ni],1524
1641,abs_BD_1_6_bd1.ge12-1.os.line_before.set_[ni],426
1642,abs_BD_1_6_bd1.ge12-2.os.line_before.act_[ni],1307
1643,abs_BD_1_6_bd1.ge12-2.os.line_before.set_[ni],426
1644,abs_BD_1_6_bd1.ge12-3.os.line_before.act_[ni],1693
1645,abs_BD_1_6_bd1.ge12-3.os.line_before.set_[ni],389
1646,abs_BD_1_6_bd1.gr27-1.table_pos_before.act_[ni],602
1647,abs_BD_1_6_bd1.gr27-1.table_pos_before.set_[ni],273
1648,abs_BD_1_6_bd1.gr22-1.os.table_pos_before.act_[ni],649
1649,abs_BD_1_6_bd1.gr22-1.os.table_pos_before.set_[ni],257
1650,abs_BD_1_6_bd1.gr22-2.os.table_pos_before.act_[ni],569
1651,abs_BD_1_6_bd1.gr22-2.os.table_pos_before.set_[ni],257
1652,abs_BD_1_6_bd1.gg25.cool_roll.set_[ni],244
